"LEI, MFI code for branches",co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,air_emissions_sox_nox_pm,land_area_affected,biodiversity_protection_actions,fsc_pefc_certified_sourcing,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,green_product_revenue,green_buildings_area,resource_efficiency_index,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,recyclable_packaging_share,toxic_spills,waste_recycled_share,water_withdrawal,emf_exposure,gmo_products,ods_emissions,safety_transparency_trials,collective_bargaining_coverage,fair_wage_gap,community_investment,health_impact_score,csr_contribution,customer_satisfaction_score,hiv_program_coverage,human_rights_violations,diversity_representation,child_labor_compliance,indigenous_consent_verification,access_to_services,healthcare_access_employees,animal_welfare_compliance,training_hours,turnover_rate,injury_frequency_rate,contract_compliance,union_membership,product_safety_compliance,responsible_marketing_compliance,supplier_audits,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,green_financing,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,privacy_compliance,financial_inclusion,global_compact_membership,shareholder_rights_score,site_closure_plan,tax_transparency_reporting,lobby_spending,systemic_risk_level,market_price_share,market_value_equity,smallest_shareholder_name,majority_shareholder_shares,minority_shareholder_shares,outstanding_shares,largest_shareholder_pct,majority_shareholder_pct,minority_shareholder_pct,total_shares,military_connection_risk_head,asset_growth_pct,birthdate_risk_head,capital_expenditure,capital_intensity_fixed_asset,cash_and_equivalent,cash_dividend,cash_holding,cash_turnover,operation_complexity,current_ratio,debt_to_equity_ratio,depreciation,dividend_payout_ratio,dividend_per_share,eps,earnings_after_tax,ebit,earnings_quality,financial_expenses,goodwill,gross_sales,human_capital_cost,income_tax,intangible_assets,lag_inventory,lag_net_sales,ln_cash_equivalent,market_price_high,market_price_low,market_price_open,largest_shareholder_name,net_inventory,net_sales,net_working_capital,pe_ratio,reporting_currency,retained_earnings,times_interest_earned,tobins_q,z1,z2,z3,z4,z5,controlling_shareholder_info,incorporation_year,ipo_year,num_business_segments,num_employee,company_name,reporting_year,nace,asset_turnover,capital_intensity,cash_ratio,debt_maturity,debt_to_asset_ratio,operating_leverage,eat_growth,fixed_asset_intensity,gross_profit_margin,lag_cf_operating,net_cf_investing,net_cf_operating,net_profit_margin,pbv,quick_ratio,roa_eat,solvency_ratio,account_receivable,current_asset,current_liabilities,fixed_asset,inventory_turnover,lag_market_price,lag_total_asset,non_current_asset,roe_eat,total_asset,total_debt,total_equity
549300217L3KBPWCK782,49.26,,TRUE,,,,TRUE,,FALSE,49.12,69.02,TRUE,43.44,,99.41,93.4,34,71.98,48.34,71.2,,21.28,,,,,,47.56,42.48,64.33,87.18,,34.98,5,0,2.18,FALSE,,99.2,50.52,,,57.7,58.96,FALSE,27.19,86.17,TRUE,FALSE,FALSE,71.95,,TRUE,23.33,38.39,TRUE,,29,25,37,TRUE,65.93,TRUE,72.05,,TRUE,97.88,Medium,515150.62,943302.94,,411094.58,997955.85,77032.85,628585.93,598957.49,315963.86,28414.96,,454900.93,,644003.42,,883651.16,526291.31,904851.34,,,3.731,0.81,641796.96,614166.01,132785.55,177589.06,919577.64,53936.21,1.603,660391.93,901167.48,,794491.84,404920.66,,,,688898.47,537040.51,78763.51,804788.3,Global Holdings,,,179816.35,2.748,,577255.01,4.548,,,,,,,Pacific Capital,2021,1950,869661.72,843969.64,N/A,1984,,,,1.75,689854.46,2.084,,916261.86,,,,138629.93,168953.9,949454.37,4.189,0.01,847532.12,3.935,73612.33,708200.87,915142.68,410870.48,,762492.21,788035.97,544548.6,276572.3,473932.42,582764.01,482271.44
529900AZFXT8865M6B67,16.06,39.25,TRUE,FALSE,,,FALSE,,TRUE,91.71,9.33,FALSE,17.96,84.79,73.31,58.26,18.45,5.32,,5.99,,0.36,0.11,,,,,28.54,,48.85,38.7,,54.33,69.33,39,63.27,,FALSE,12.28,29.73,,,13.57,38.4,FALSE,90.32,18.16,FALSE,FALSE,FALSE,96.53,56.83,TRUE,98.47,72.16,FALSE,33.17,12,,,FALSE,0.74,TRUE,19.78,,FALSE,,,760791.59,385956.39,,,141294.42,78299.44,472164.74,920895.63,931121.46,905155.85,,704656.61,,102551.28,,135184.07,,105718.73,,,3.788,2.075,928611.94,763050.02,598257.75,688107.73,365899.25,684104.32,1.289,823315.61,412572.31,,801140.88,201862.09,752422.4,,,953738.87,565765.9,842164.19,712538.49,N/A,,,792827.14,0.898,Unknown,77723.47,4.371,,,,,,,N/A,1976,1951,736931.69,901992.94,Alpha Corp,2024,,,,1.48,,,,,,,,336283.42,310459.96,,3.269,,265247.49,3.437,78548,876062.65,162886.18,,,747192.82,929270.24,,858337.22,132023.69,918311.23,649057.76
549300X1FFW399TI1820,51.94,79.48,FALSE,FALSE,,,TRUE,,TRUE,87.93,87.16,FALSE,84.01,29.48,54.48,58.81,69.15,99,41.07,86.72,,34.31,91.78,,,,,87.44,80.43,74.54,57.65,63.92,26.31,16.64,5,11.73,,TRUE,39.65,97.4,,89.2,95.52,55.03,FALSE,31.45,,FALSE,FALSE,TRUE,19.78,68.34,TRUE,42.13,8.57,FALSE,,22,3,16,TRUE,44.98,FALSE,51.15,,,78.96,Medium,238193.09,677431.48,,749579.31,859780.91,107805.4,954329.39,620538.84,,80648.78,,93269.04,,332901.33,,239245.63,774093.38,261374.37,,,2.385,4.628,882796.97,630163.06,257564.71,,17322.8,760855.72,1.051,,129296.02,,73599.17,343821.21,2406.99,,,982326.57,570246.41,90775.96,437120.79,Pacific Capital,,,628894.41,4.702,Pacific Capital,459273.98,1.657,,,,,,,Pacific Capital,2003,1990,228889.04,518825.06,Pacific Capital,1964,,,,4.615,930593.73,1.945,,476883.58,,,,700136.74,815302.62,195238.6,2.346,3.383,261449.42,4.664,372969.49,630936.63,,689314.77,,127608.82,203415.87,,659450.45,,949163.98,529416.18
5299006FZT79EKTMK255,27.32,34.47,TRUE,FALSE,,,TRUE,,FALSE,48.31,98.82,FALSE,1.1,,68.76,98.29,56.03,18.82,3.28,,,49.62,10.69,,,,,9.51,49.5,33.18,2.26,89.88,66.2,67.33,29,72.5,,FALSE,52.86,53.43,,70.32,73.85,90.72,FALSE,28.4,56.98,FALSE,TRUE,FALSE,,,,72.55,,FALSE,70.61,22,6,45,FALSE,20.51,FALSE,4.25,,TRUE,45.67,Low,723143.26,549529.47,,,610423.96,581454.3,955683.37,,617584.1,57404.36,,351956.38,,32390.98,,52295.68,910447.68,379907.91,,,1.978,3.01,627071.11,990402.5,,110985.16,224271.43,236085.33,4.224,626830.34,459817.04,,173782.51,746063.71,,,,393595.99,,79644.6,852185.58,N/A,,,870862.41,4.359,Global Holdings,666275.24,0.459,,,,,,,Unknown,1968,1991,977078.16,611086.69,Alpha Corp,1992,,,,0.078,81324.18,0.278,,656192.74,,,,842963.93,623648.8,554195.09,0.432,2.135,,0.682,382180.98,719735.3,986078.26,702748.14,,100687.36,401202.92,715934.22,839285.12,580962.16,625221.4,876303.43
529900IZ69LR7SRU9V71,45.53,13.03,TRUE,TRUE,,,TRUE,,TRUE,25.35,88.69,TRUE,14.3,37.43,47.8,28.4,10.63,50.24,,57.14,,60.69,83.78,,,,,10.31,95.92,12.76,41.3,56.2,,92.79,20,31.16,TRUE,TRUE,5.2,7.44,,60.61,,26.06,FALSE,63.79,10.43,TRUE,FALSE,TRUE,32.55,53.83,FALSE,80.09,,TRUE,85.44,37,6,34,FALSE,95,TRUE,26.52,,TRUE,75.38,Medium,208487.33,,,706397.36,,261589.99,654171.23,563826.51,385955.32,,,858034.08,,,,860875.71,413862.58,635241.84,,,0.161,2.227,227961.55,404571.65,860835.47,800695.93,355698.53,464487.24,3.167,382596.37,949971.39,,,,729742.34,,,773874.86,,685599.39,619171.13,Unknown,,,569005.42,2.425,N/A,151084.51,,,,,,,,Unknown,2020,2002,764371.25,204498.03,Global Holdings,1964,,,,4.186,716410.67,4.57,,19944.94,,,,97676.53,565237.96,175608.09,2.277,4.768,237124.26,,272307.43,450893.89,122619.89,,,268308.15,534802.9,710871.6,599134.28,62499.95,363073.8,197060.22
5299007CQAM6HN45CF82,52.16,,FALSE,TRUE,,,,,FALSE,67.62,74.43,TRUE,46.48,27.81,57.91,4.43,21.02,61.46,81.44,66.44,,47.86,,,,,,21.42,45.96,56.17,,3.53,,46.62,20,,TRUE,TRUE,72.07,35.76,,34.79,23.94,5.95,FALSE,19.09,99.06,FALSE,FALSE,TRUE,28.91,54.57,FALSE,62.98,45.25,FALSE,55.23,19,20,15,TRUE,56.35,FALSE,52.26,,TRUE,55.74,High,147740.99,737481.71,,319165.26,46463.22,372355.45,565974.51,217333.21,873135.6,965885.09,,503851.86,,73918.84,,83917.58,,466328.24,,,4.157,4.22,59985.85,925063.36,,,378796.22,,,931553.49,436409.72,,15027.62,825185.67,863800.47,,,615670.82,714353.6,985979.25,949187.82,Unknown,,,,3.617,Unknown,831825.81,4.424,,,,,,,Global Holdings,2022,1995,666915.26,491067.07,Unknown,1965,,,,,379628.39,1.351,,749340.68,,,,667322.99,,352949.56,2.462,,43703,2.071,605829.41,,77879.11,,,266458.92,,376727.15,190013.02,322622.72,469708.49,727973.81
529900XA7RHLU8ECBK28,5.1,14.11,FALSE,FALSE,,,TRUE,,TRUE,20.69,55.76,TRUE,82.44,27.35,59.11,9.27,65.91,9.91,82.83,21.85,,29.91,73.63,,,,,8.44,51.19,59.48,38.8,73.52,5.2,46.44,20,18.32,TRUE,FALSE,90.38,58.1,,22.74,89.59,50.27,FALSE,86.01,98,FALSE,FALSE,TRUE,76.58,75.36,FALSE,0.63,17.98,TRUE,55.01,8,,22,TRUE,45.25,TRUE,40.78,,TRUE,1.39,,778281.43,831096.99,,468554.02,465024.18,171675.36,238999.13,757358.93,153787.79,38932.93,,528331.38,,434716.28,,156160.28,112998.76,13687.9,,,,2.801,283456.28,404454.72,501461.8,435120.12,933106.64,518050.13,,979548.3,254222.51,,707731.98,348096.12,187543.19,,,865110.34,449018.26,,478016.71,Global Holdings,,,216603.48,3.382,Unknown,766171.99,,,,,,,,Pacific Capital,1996,1957,248718.77,696374.11,,1963,,,,,176341.61,4.137,,672750.27,,,,438588,794661.36,337367.07,4.474,0.35,19667.13,2.342,902477.09,90708.46,,549945.61,,37193.37,793871.99,17431.92,939545.84,554942.37,692449.54,322593.87
5299007FR13EUF82L493,58.1,1.1,FALSE,,,,,,FALSE,69.52,0.2,,67.36,,,17.37,63.52,,60.31,30.84,,64.4,14.65,,,,,82.23,86.83,36.25,41.62,10.83,56.41,45.34,41,72.58,FALSE,,14.18,,,35.6,,12.02,FALSE,,46.4,FALSE,FALSE,FALSE,34.35,58.53,TRUE,,34.16,TRUE,,14,,0,,22.86,FALSE,77.51,,TRUE,64.43,Low,910526.11,,,458897.77,630922.89,407404.17,,903823.82,205163.46,78.39,,134251.51,,40596.76,,57255.2,,,,,,,644303.06,690905.68,350999.79,429003.23,245363.31,780445.6,1.71,,658964.74,,,211519.68,639122.22,,,875511,5834.19,351003.76,703611.45,Pacific Capital,,,946210.88,0.928,Pacific Capital,409125.35,2.141,,,,,,,N/A,2018,1954,899898.21,908112.71,Pacific Capital,1990,,,,3.554,38991.07,3.461,,493672.02,,,,772644.41,136394.31,731045.78,4.534,1.649,165818.33,3.788,,280441.45,,304338.3,,772880.48,453095.51,462766.22,822040.56,,287331.06,217551.37
5299005F2A4SAXE4PE25,98.96,,FALSE,FALSE,,,FALSE,,TRUE,62.45,56.66,TRUE,93.58,86.91,95.73,30.69,,15.22,22.63,,,70.67,90.8,,,,,63.49,,18.78,30.71,,24.74,47.45,5,12.84,TRUE,FALSE,37.66,61.31,,51.89,77.47,22.75,TRUE,2.54,97.34,TRUE,,TRUE,14.18,36.76,FALSE,,,FALSE,7.12,24,27,,TRUE,51.87,FALSE,18.31,,FALSE,,Medium,3368.43,,,630322.26,84707.53,,800872.93,813196.01,681738.19,203828.5,,,,,,562888.96,385321.94,181979.38,,,2.186,3.088,615763.56,354275.12,637348.06,384373.32,426682.63,788807.34,1.17,844180.49,,,262090.59,151198.7,290110.95,,,483496.99,404533.49,183394.78,904882.26,Global Holdings,,,84491.33,2.515,N/A,627342.16,4.08,,,,,,,N/A,1989,2003,818077.01,912142.29,Alpha Corp,1995,,,,4.316,493249.22,1.703,,687404.7,,,,575678.17,42744.43,,1.703,3.964,596957.12,4.268,742977.99,,200790.64,894600.4,,354261.09,,62848.56,993519.01,639462.84,462227.41,353149.85
529900XDISRMBH5UBL39,20.39,99.93,FALSE,,,,FALSE,,TRUE,74.54,46.29,,3.67,,14.8,93.38,18.33,44.51,54.62,56.52,,29.89,8.35,,,,,80.37,41.1,72.53,,67.78,57.57,77.17,48,,FALSE,FALSE,60.83,21.45,,72.14,57.52,63.12,FALSE,6.77,0.62,TRUE,TRUE,FALSE,65.24,5.95,FALSE,,0.83,TRUE,30.72,31,31,42,TRUE,61.77,,44.6,,FALSE,44.62,Low,467364.94,720223.2,,722586.95,761951.31,321158.78,826102.97,,799663.18,288745.81,,829182.85,,343905.28,,403190.31,,,,,3.591,1.156,367098.77,610750.96,385645.58,,117266.78,372108.4,3.674,66576.59,162280.47,,590032.82,87165.92,272405.38,,,503349.07,200276.78,135197.27,,Global Holdings,,,,1.043,Unknown,351084.25,2.899,,,,,,,Global Holdings,1973,2003,760531.61,920498.73,Global Holdings,2005,,,,2.598,778620.78,2.562,,560678.05,,,,606882.33,91416.53,162282.77,2.47,4.42,425398.46,4.29,,129640.64,104740.32,17353.26,,277525.06,622367.25,998740.27,137347.08,484208.85,667449.17,203199.08
5299004LQR2P5LDTH233,78.21,99.4,TRUE,TRUE,,,TRUE,,TRUE,31.45,12.79,,6.7,9.74,44.96,9.16,36.03,66.98,34.45,12.22,,10.92,32.87,,,,,74.93,12.22,5.67,45.15,63.56,4.48,19.84,34,84.55,,,85.81,46.12,,12.89,81.12,47.74,,,3.12,FALSE,,,17.12,27.49,FALSE,60.86,84.21,TRUE,0.18,31,12,,FALSE,96.1,TRUE,45.87,,FALSE,2.54,Medium,602852.45,584283.78,,192868.41,117122.99,281962.02,952488.18,526168.98,538691.54,246179.4,,712790.25,,,,18581.57,171834.14,353103.94,,,1.788,4.874,93503.96,827652.55,24991.26,670743.01,498647.35,905046.55,0.72,867767.67,,,113734.23,618202.63,650843,,,27174.94,545098.69,637099.4,685807.49,N/A,,,598124.7,0.004,,670867.22,2.42,,,,,,,,1982,,756243.22,99535.61,Pacific Capital,1979,,,,1.24,34109.58,3.013,,244128.27,,,,978903.34,275630.6,914513.3,4.34,4.457,885103.34,3.664,994833.24,970417.08,223969.45,217305.33,,,789629.95,843625.99,668733.13,563086.29,310699.76,785494.74
529900408LYNP1ETAV33,67.7,35.07,TRUE,FALSE,,,TRUE,,TRUE,85.89,,FALSE,73.19,95.14,79.94,49.13,,47.23,,86.78,,,99.06,,,,,,18.76,17.94,85.09,,92.73,66.93,1,56.71,FALSE,FALSE,15.06,83.37,,87.73,61.26,3.13,TRUE,56.08,3.3,FALSE,FALSE,,,89.06,TRUE,13.11,,FALSE,74.07,21,24,10,TRUE,5.03,TRUE,51.25,,FALSE,42.67,Low,411901.62,791886.25,,791629.18,225282.62,331684.63,,747888.95,797038.46,376844.63,,572999.4,,760664.13,,,406693.87,700921.33,,,0.758,3.804,735328.24,619273.89,35594.14,321898.44,392848.49,237978.6,2.952,527701.4,883561,,2602.79,,219657.29,,,,547315.3,351074.03,546980.19,Alpha Corp,,,,2.261,Alpha Corp,294618.14,3.123,,,,,,,Alpha Corp,2014,2022,435229.56,250188.6,Alpha Corp,2023,,,,0.789,430093.47,0.401,,890884.61,,,,172274.21,894284.73,16128.25,0.188,1.941,,1.154,540994.11,29413.41,264546.85,575344.82,,216185.65,883631.19,51790.59,739225.58,976515.03,767971.65,
529900HFS7EV7VIALL43,53.85,70.42,TRUE,FALSE,,,TRUE,,TRUE,41.63,60.11,FALSE,,23.85,48.26,19.08,,47.24,97.41,74.56,,0.1,10.8,,,,,92,3.43,18.09,,86.48,36.11,5.27,17,76.83,TRUE,TRUE,40,70.08,,46.65,95.38,68.39,TRUE,23,,TRUE,TRUE,TRUE,,13.21,FALSE,17.08,47.58,TRUE,95.61,23,48,21,TRUE,77.5,TRUE,64.53,,TRUE,12.15,,850357.31,229261.88,,799150.69,812217.29,964783.92,,978642.3,840704.42,202722.13,,739642.64,,162314.04,,104623.87,654071.46,714936.56,,,1.227,2.775,743199.2,35275.66,474452.89,,319325.95,422023.1,2.607,607819.23,358506.4,,353128,,671897.31,,,178434.04,980639.3,491543.79,401181.78,Global Holdings,,,636251.09,1.981,N/A,962478.68,4.246,,,,,,,,1954,1957,882665.96,781705.98,Unknown,1964,,,,1.928,592081.3,3.206,,228081.72,,,,181830.11,534784.02,543844.74,,4.455,37274.5,0.989,,592930,297092.08,,,964084.36,197015.68,,,339093.88,,138899.24
529900F5XFD7D1PQS086,61.4,61.18,FALSE,FALSE,,,,,TRUE,,43.64,TRUE,97.92,,83.85,42.82,25.6,86.66,0.28,,,,20.98,,,,,23.36,37.41,15.17,7.9,96.1,,13.79,,94.25,TRUE,FALSE,44.38,20.83,,,98.9,45.5,,83.17,67.21,TRUE,TRUE,TRUE,76.39,,FALSE,25.67,67.36,FALSE,,13,14,5,TRUE,44.47,FALSE,73.43,,FALSE,,Low,20727.64,928588.46,,245787.97,993255.9,1359.17,610400.49,528328.65,47669.46,624176.29,,123581.13,,687748.37,,309015.39,,773067.31,,,3.822,,266231.19,145685.83,689422.17,511615.03,288791.35,959841.58,3.679,757200.87,,,99160.84,143117.69,476368.25,,,4559.97,537542.69,423697.76,432360.33,Global Holdings,,,130386.64,1.697,Global Holdings,388849.73,,,,,,,,Pacific Capital,1967,2002,576733.89,224352.32,Alpha Corp,1986,,,,3.884,918204.2,1.54,,750969.61,,,,487970.07,20822.15,966125.41,0.786,1.417,719894.47,0.061,61353.35,553529.75,255572.47,215621.42,,92920.85,641166,34020.39,41403.57,151193.74,926257.23,525146.38
529900LC50TXB405RY86,0.02,86.41,FALSE,FALSE,,,TRUE,,FALSE,,24.87,TRUE,48.79,61.62,,98.41,82.2,83.9,34.12,49.14,,,13.74,,,,,24.93,11.03,22.25,61.8,58.28,77.87,19,34,42.48,TRUE,TRUE,82.82,,,44.78,28.52,71.62,FALSE,51.41,70.52,FALSE,TRUE,FALSE,27.94,42.42,FALSE,26.06,35.16,TRUE,,28,20,,TRUE,,FALSE,91.29,,,46.71,Low,280134.94,544357.48,,260872.5,379535.82,919984.12,902693.4,66221.64,203280.05,476684.76,,162076.84,,380346.77,,875306.83,337168.2,993464.08,,,,2.162,252866.86,error,,522364.86,119591.14,720942.08,0.53,618445.12,436656.78,,315647.06,522775.95,39508.25,,,743560.33,993182.41,958188.88,588209.83,Global Holdings,,,485157.8,,Pacific Capital,508819.37,0.099,,,,,,,N/A,2004,1960,549285.26,580470.03,Global Holdings,1960,,,,1.153,794278.69,2.486,,963550.41,,,,610358.02,645366.94,982317.33,,4.11,777864.63,3.081,599570.44,491227.13,928224.05,265570.67,,404008.95,437604.84,161589.16,479134.9,486632.28,639583.12,11396.59
529900YFDTTO5R71VW86,9.34,6.75,TRUE,TRUE,,,FALSE,,FALSE,,39.01,FALSE,76.26,50.6,82.11,,10.04,,29.84,8.15,,77.41,81.38,,,,,26.28,58.27,30.34,48.76,36.79,15.98,87.01,,37.5,TRUE,TRUE,55.7,,,34,22.04,59.5,,12.24,41.41,,TRUE,FALSE,85.09,97.56,TRUE,46.25,93.81,FALSE,40.94,21,4,20,,24.03,FALSE,47.6,,,65.21,,107523.41,126749.92,,980526.95,363051.65,727266.77,881255,435216.84,,665140.12,,531666.44,,57854.78,,264842.02,,412551.38,,,,1.008,192761.01,758690.73,952353.63,434828.83,913085.66,699329.01,1.045,666692.12,787253.14,,6246.12,354348.56,699405.29,,,,,,571946.74,Unknown,,,322451.22,2.713,Global Holdings,251063.11,0.87,,,,,,,Alpha Corp,1978,,510821.5,,Pacific Capital,2018,,,,4.29,814352.19,2.007,,602002.41,,,,115660.92,303003.7,612548.26,3.336,4.255,88526.36,1.723,55013.06,,655172.48,390316.38,,540160.56,65416.71,734551.91,785335.59,834524.98,300299.8,274781.33
529900WSPO88HBNY6S36,95.12,77.14,TRUE,FALSE,,,,,TRUE,56.08,8.45,TRUE,22.04,8.08,27.35,64.33,62.88,20.4,36.63,29.68,,4.11,88.91,,,,,21.38,66.25,14.7,13.95,17.54,43.59,42.52,39,75.59,TRUE,,1.32,4.91,,86.74,79.96,91.4,TRUE,56.87,32.82,FALSE,TRUE,,82.24,71.35,TRUE,47.4,4.97,,91.62,43,35,,TRUE,59.64,,76.13,,,43.57,High,3475.77,634655.58,,757394.97,966170.84,345236.93,330535.81,695764.63,498931.51,553304,,203359.04,,827425.89,,943213.49,349526.54,258183.96,,,2.503,4.196,343125.6,102913.83,730083.2,322845.51,141611.52,621281.47,,435449.3,998457.27,,769711.73,353249.89,121858.83,,,466606.26,111935.7,534337.97,835601.07,N/A,,,130856.48,1.594,Pacific Capital,765440.91,,,,,,,,Alpha Corp,1971,2006,59047.94,765008.21,Alpha Corp,2015,,,,3.895,746433.09,4.028,,565131.98,,,,194621.88,390568.56,927001.2,1.472,4.027,256370.4,1.056,842638.63,196296.44,636849.24,701810.78,,155669.84,215434.94,,736071.69,886384.56,67917.44,299415.18
529900L5GWPLRF3T6825,41.78,49.54,TRUE,FALSE,,,FALSE,,TRUE,42.33,,FALSE,89.86,38.45,93.77,19.71,,5.74,,4.33,,70.16,58.69,,,,,35.49,14.98,45.1,81.86,85.57,80.26,37.27,,41.66,FALSE,TRUE,35.11,56.18,,47.1,96.26,1.58,FALSE,13.29,8.92,FALSE,FALSE,TRUE,89.44,7.32,TRUE,98.65,41.4,FALSE,79.02,42,23,,,87.37,,67.46,,FALSE,60.64,High,807938.19,,,992310.53,619471.8,279931.29,624517.08,684341.5,67723.19,120812.73,,,,871388.47,,,811307.17,678535.52,,,3.004,3.825,264766.27,593252.94,206958.52,161531.96,850145.28,36858.79,0.39,,777314.82,,,833485.52,330473.56,,,457579.13,768611.4,507800.24,291407.28,Unknown,,,175227.61,3.349,N/A,316992.43,4.311,,,,,,,,1958,,682647.38,71120.72,Unknown,1995,,,,4.166,879939.13,3.571,,635716.63,,,,791097.9,939926.18,65561.04,2.627,4.748,827542.1,,493803.25,724060.53,833735.39,,,134898.88,406367.2,,61387.23,787715.07,537262.11,
529900PMGP6HWEDQW939,,4.75,TRUE,TRUE,,,,,TRUE,57.73,50.05,TRUE,64.34,90.19,33.54,25.27,65.28,7.48,96.64,61.02,,78.4,75.85,,,,,96.09,51.45,80.88,42.51,82.59,,50.93,39,16.65,TRUE,FALSE,54.17,52.75,,11.71,,,TRUE,,21.76,,FALSE,FALSE,24.13,46.12,FALSE,65.81,23.91,FALSE,,1,37,36,FALSE,52.79,FALSE,52.43,,TRUE,17.88,Low,25634.56,79452.95,,407753.62,744204.86,,446129.85,540066.78,856890.7,649480.79,,825694,,431985.5,,,43672.06,458207.04,,,,1.667,454975.17,881412.93,943558.43,375447.95,909546.89,19175.52,3.584,994671.31,842707.73,,369985.4,710332.72,,,,838059.07,491510.42,,468873.81,,,,717996.57,4.07,Alpha Corp,861959.75,3.564,,,,,,,Pacific Capital,1970,1957,843674.57,306183.73,Unknown,2001,,,,,910232.69,2.722,,696202.22,,,,915037.1,186219.37,640710.32,0.957,0.28,622860.06,2.024,810685.55,216320.48,794079.48,490596.41,,270930.63,123087.48,433658.86,821114.93,454000.04,542996.3,143763.61
5299009MP8BA1UW56F78,72.16,7.13,FALSE,FALSE,,,FALSE,,TRUE,38.15,1.09,TRUE,77.36,21.39,80,96.02,86.3,,0.37,91.29,,44.08,36.99,,,,,54.78,4.58,20.21,46.01,63.36,76.77,59.46,14,72.76,FALSE,TRUE,4.24,0.04,,73.49,,,,15.63,,TRUE,FALSE,TRUE,32.73,61.01,FALSE,85.33,25.64,FALSE,29.8,12,22,15,TRUE,5.59,FALSE,12.39,,FALSE,34.04,Medium,683957.62,28899.2,,463524.61,160065.91,130132.93,512777.53,523514.71,786069.27,997631.05,,104647.84,,393864.24,,301299.28,383521.43,957051.19,,,3.911,1.577,845371.08,235686.57,212365.77,4849.07,394242.61,847410.11,3.187,352015.55,238038.28,,145058.18,19427.13,,,,596793.52,92716.79,485896.01,533873.93,Global Holdings,,,127482.09,,Global Holdings,,2.492,,,,,,,Global Holdings,1975,2019,569310.12,591148.09,Unknown,2010,,,,2.283,35810.32,1.952,,240723.38,,,,192495.56,44826.06,806172.13,4.738,,854290.2,2.598,815856.28,611345.47,196365.04,693604.35,,784353.94,733694.63,182690.56,443833.02,731152.21,242545.59,208081.49
529900Z4R67VBTGVH491,82.08,12.83,TRUE,TRUE,,,TRUE,,TRUE,15.53,97.31,,4.19,33.71,60.36,,86.54,92.49,,61.15,,19.05,56.79,,,,,96.91,69.96,27.82,28.75,,60.62,17.59,33,55.44,FALSE,TRUE,35.26,51.41,,22.84,,37.09,,27.4,60.94,FALSE,FALSE,TRUE,63.96,,FALSE,14.67,29.03,TRUE,60.6,36,,,FALSE,49.64,FALSE,96.23,,,80.45,High,886938.15,833088.77,,624476.5,205589.54,73803.95,499470.74,881951.37,142613.77,97073.64,,241305.96,,718455.56,,157268.07,552261.83,446797.34,,,2.038,3.614,228612.07,4290.95,985915.46,964734.82,859062.87,753980.77,,569017.25,270040.27,,96513.68,405281.22,431992.95,,,323826.3,400732,870297.67,840485.99,Unknown,,,162273.42,4.91,Unknown,740793.45,4.418,,,,,,,Unknown,1962,2016,431572.91,262248.9,N/A,1978,,,,1.02,627831.91,5,,315658.23,,,,240941.96,796825.18,129326.62,0.815,4.563,988581.44,1.589,439191.2,80419.17,314117.93,383506.57,,167343.18,907350.86,772317.38,111950.11,559528.67,942172.24,908463.33
52990073IQ71941QXH68,46.99,94.94,FALSE,TRUE,,,FALSE,,,71.53,73,TRUE,55.23,0.68,52.71,99.7,80.69,56.19,10.46,65.56,,,,,,,,97.61,19.97,9.03,5.98,79.42,32.75,42.48,,51.07,FALSE,FALSE,8.07,,,,28.33,7.1,FALSE,96.2,70.91,FALSE,TRUE,TRUE,20.07,34.08,FALSE,32.88,71.51,,,32,10,2,TRUE,9.75,FALSE,1.83,,TRUE,44.15,High,366865.7,237627,,408430.97,140699.49,319926.25,540141.44,100797.98,587595.33,845913.38,,953424.17,,875136.96,,187515.05,,609844.27,,,1.644,3.205,611964.08,356280.8,311925.2,431338.41,440252.71,944257.05,0.273,750481.44,473048.92,,,211773.4,449219.82,,,24611.22,,958246.45,339087.55,N/A,,,717140.32,2.044,Pacific Capital,600511.2,4.874,,,,,,,Global Holdings,2000,1961,,778895.49,Pacific Capital,1985,,,,1.232,773235.83,,,164903.88,,,,,839153.09,56610.54,2.102,2.373,554743.38,2.5,319856.38,637618.4,69517.59,162811.48,,660890.58,519195.29,554651.16,309183.13,529218.02,579213.52,669800.21
