co2_ch4_n2o_scope_1_3,carbon_intensity,emission_reduction_policy,carbon_neutral_commitment,climate_risk_assessment_done,resilience_score,environmental_fines,iso_14001_exists,reporting_quality_score,total_energy_consumption,renewable_energy_share,hazardous_waste_generated,waste_recycled_share,water_withdrawal,collective_bargaining_coverage,fair_wage_gap,customer_satisfaction_score,human_rights_violations,diversity_representation,training_hours,turnover_rate,injury_frequency_rate,esg_oversight_policy,board_diversity,governance_compliance_score,esg_incentive_bonus,assurance_score,ceo_chair_split,auditor_independence_score,ethical_breaches,anti_competitive_violations,corruption_cases,market_value_equity,asset_growth_pct,debt_to_equity_ratio,pe_ratio,net_profit_margin,roa_eat,solvency_ratio,roe_eat
26.38,78.28,1.0,0.0,1.0,12.15,29.91,0.0,49.685,23.02,49.26,51.019999999999996,95.89,19.61,56.86,85.36,71.3,8.0,42.38,66.44,52.22,37.79,1.0,91.29,51.385,1.0,93.69,1.0,70.15,21.0,18.0,4.0,507706.45,586307.8,0.285,0.58,470283.66000000003,578028.5,2.386,364485.01
97.07,81.46,1.0,1.0,1.0,27.14,86.91,1.0,77.64,24.81,48.34,10.8,34.57,62.98,37.83,60.88,47.27,43.0,20.23,50.44,61.77,21.48,0.0,93.23,16.07,1.0,91.9,0.0,79.82,11.0,23.0,0.0,220484.36,893005.87,4.825,2.495,961795.26,945550.83,4.748,651399.78
23.76,40.4,1.0,1.0,1.0,11.15,22.4,0.0,25.79,58.36,36.82,51.019999999999996,48.61,49.94,2.23,63.9,7.65,27.0,49.165000000000006,85.85,57.41,90.71,0.0,7.71,37.17,1.0,92.41,0.0,84.91,39.0,34.0,6.0,226168.48,578842.88,1.016,0.755,158503.16,286030.13,1.942,142820.03
5.38,6.41,0.0,1.0,1.0,81.21,60.93,0.0,49.685,0.97,42.74,91.96,74.6,18.03,23.28,49.785,94.94,8.0,73.89,11.47,79.01,53.57,0.0,51.35,51.385,1.0,53.72,1.0,61.2,45.0,31.0,24.0,310061.26,740037.08,0.766,1.944,469935.03,480911.1,0.536,137023.29
50.075,3.03,0.0,0.0,0.0,49.945,34.31,1.0,84.99,92.36,1.0298,60.9,37.85,20.33,49.855000000000004,79.3,98.32,2.0,21.62,16.57,83.6,48.91,1.0,32.97,66.51,1.0,49.56,1.0,71.59,24.0,23.0,2.0,327364.25,226588.06,0.978,4.347,487581.56,626354.55,2.5635000000000003,186287.14
47.99,50.39,1.0,1.0,0.0,34.52,15.07,1.0,60.48,90.94,50.69,96.91,28.19,76.02,84.79,28.33,26.66,48.0,10.23,14.55,44.85,25.94,1.0,60.69,71.37,1.0,28.5,1.0,48.96,49.0,24.0,15.0,543098.43,627232.97,4.457,4.67,470283.66000000003,104722.25,2.841,988974.613
19.56,20.36,0.0,0.0,0.0,42.44,24.74,0.0,79.3,74.5,62.59,84.07,48.61,57.03,75.18,23.51,62.66,32.0,49.165000000000006,25.54,14.68,52.7,0.0,87.28,31.01,0.0,92.01,1.0,69.5,47.0,7.0,41.0,71249.48,345834.49,1.253,2.759,937887.92,208223.47,4.544,580430.01
89.99,57.89,0.0,1.0,0.0,33.74,26.16,0.0,25.18,4.35,35.69,51.019999999999996,68.77,74.52,84.97,3.97,40.49,15.0,75.12,0.8698999999999999,1.2120000000000002,34.76,0.0,5.65,44.16,0.0,49.56,0.0,28.31,11.0,14.0,17.0,472690.12,102545.72,1.993,3.139,906235.16,220210.62,2.227,600535.08
41.37,15.74,1.0,0.0,0.0,89.09,41.06,0.0,90.89,43.4,3.0,74.27,89.74,70.77,53.85,92.24,71.42,2.0,49.165000000000006,62.77,94.85,10.67,0.0,51.35,60.84,1.0,77.02,0.0,10.54,49.0,24.0,43.0,383037.02,826299.92,2.355,0.108,805495.58,106194.13,2.5635000000000003,179296.09
31.04,11.25,0.0,0.0,1.0,49.945,20.98,0.0,88.84,76.09,32.3,72.1,48.61,95.65,2.76,9.85,15.92,40.0,69.06,50.44,66.08,36.4,1.0,1.89,66.59,1.0,76.56,1.0,48.96,39.0,23.0,45.0,971493.1,475286.24,0.551,3.124,238957.52,260789.99,2.5635000000000003,496458.32
50.075,42.6,1.0,1.0,1.0,53.79,59.07,1.0,27.61,75.9,25.84,51.019999999999996,41.11,73.65,89.22,95.45,99.1528,28.0,38.57,32.95,30.75,48.91,0.0,92.27,84.38,1.0,51.05,0.0,42.49,3.0,25.0,14.0,258785.13,674847.26,3.697,4.68,992510.0455,509563.385,1.184,736316.94
41.4,46.35,0.0,0.0,0.0,49.945,99.25240000000001,0.0,78.07,41.86,56.04,81.84,29.17,6.43,49.855000000000004,79.8,90.68,43.0,55.83,20.31,95.34,15.36,0.0,84.1,43.3,1.0,49.56,1.0,25.15,35.0,15.0,17.0,507706.45,639947.0,0.03964,1.036,235270.93,373218.38,3.105,671519.3
65.46,50.39,1.0,0.0,0.0,62.38,2.68,0.0,99.14,5.55,15.65,6.69,76.25,26.38,17.94,31.25,50.32,1.0,49.165000000000006,22.86,13.11,80.37,1.0,15.72,51.385,1.0,3.45,0.0,48.96,0.0,19.0,24.0,983872.28,502303.19,4.667,0.868,200066.22,614989.16,4.074,926536.66
92.8,48.42,0.0,0.0,0.0,90.11,50.18,1.0,4.89,6.93,91.92,70.36,49.46,26.35,20.43,45.48,94.01,38.0,20.21,5.53,49.21,80.13,0.0,24.88,8.52,0.0,56.96,1.0,83.63,3.0,13.0,37.0,428871.84,499499.66,3.065,0.556,372304.58,706167.62,2.239,372101.05
8.91,76.5,1.0,0.0,0.0,28.22,89.31,0.0,80.99,50.05,20.49,51.019999999999996,44.69,74.3,49.855000000000004,47.09,50.32,17.0,77.23,50.44,57.48,48.91,1.0,33.9,92.07,0.0,0.65,1.0,9.47,37.0,0.0,9.0,586992.78,276319.22,4.505,4.0,619323.58,165329.77,0.326,266837.46
25.76,93.74,1.0,0.0,1.0,61.31,69.6,0.0,56.97,1.1,50.24,35.15,48.61,56.09,40.27,17.01,22.23,43.0,94.45,37.93,67.93,13.78,0.0,77.48,51.385,0.0,49.5,1.0,48.96,24.0,42.0,13.0,430713.39,546129.83,2.376,2.495,318888.7,509563.385,2.5635000000000003,501212.11
56.54,30.12,0.0,0.0,0.0,51.32,50.18,0.0,49.685,85.54,14.69,51.64,52.37,25.26,83.99,49.77,31.03,25.0,68.54,76.95,95.19,13.35,1.0,47.02,85.14,1.0,8.35,0.0,71.56,20.0,49.0,13.0,560162.49,769657.27,1.25,1.423,880712.69,562285.61,3.778,501212.11
55.75,64.94,0.0,0.0,1.0,55.48,18.81,1.0,58.24,71.63,80.83,66.47,28.28,27.45,82.27,47.98,15.82,15.0,33.96,93.91,50.45,48.91,0.0,63.24,61.62,0.0,45.35,1.0,73.86,29.0,18.0,10.0,357621.69,649729.33,4.659,3.277,39014.62,509563.385,3.256,183161.32
91.74,57.19,0.0,1.0,0.0,44.51,75.83,0.0,38.24,58.0,17.48,15.23,42.09,49.61,49.855000000000004,72.78,50.32,24.0,98.93,2.47,49.99,77.81,0.0,51.35,29.68,1.0,49.56,1.0,48.96,25.0,13.0,20.0,443922.0,45180.72,0.694,4.937949999999999,470283.66000000003,682035.92,1.899,650313.26
50.075,48.36,0.0,1.0,0.0,72.38,50.18,0.0,17.4,50.57,78.04,81.61,10.98,2.66,49.855000000000004,28.96,50.32,31.0,18.96,11.88,15.12,48.91,0.0,51.35,62.19,1.0,49.56,1.0,26.51,41.0,32.0,8.0,95507.38,730724.84,1.491,0.995,687352.24,509563.385,2.06,501212.11
18.75,68.82,0.0,0.0,1.0,54.53,16.77,0.0,89.63,21.38,50.24,51.019999999999996,24.12,76.7,40.32,62.29,97.7,20.0,82.48,96.79,20.21,2.69,1.0,70.47,51.385,0.0,91.61,1.0,59.57,36.0,3.0,4.0,507706.45,933493.71,0.078,2.5,470283.66000000003,749383.06,1.509,389271.38
35.32,86.57,1.0,1.0,0.0,54.46,37.46,0.0,80.43,4.11,96.5,18.46,89.5,28.06,53.18,1.74,72.42,12.0,16.35,50.44,49.99,88.46,1.0,41.19,7.68,1.0,73.13,1.0,2.93,3.0,40.0,32.0,571732.35,35992.93,0.436,3.937,453230.12,509563.385,3.068,501212.11
95.48,50.51,0.0,0.0,0.0,97.54,59.95,0.0,4.57,67.36,32.17,72.79,45.59,97.13,44.99,15.34,78.31,25.0,45.43,89.13,82.54,60.41,0.0,90.11,70.83,1.0,95.11,0.0,58.24,14.0,14.0,11.0,507706.45,752033.54,3.477,4.177,434155.86,990962.8802,0.934,814129.22
85.16,72.63,1.0,0.0,1.0,79.19,42.31,1.0,68.95,81.32,4.02,98.54,38.96,47.53,37.3,31.6,62.1,37.0,69.01,74.33,72.71,10.75,0.0,95.35,10.41,1.0,88.64,1.0,45.56,17.0,15.0,44.0,34680.74,889067.77,1.085,1.541,474823.82,509563.385,2.743,501212.11
60.45,99.2095,1.0,1.0,1.0,86.27,50.5,0.0,62.95,87.36,4.02,5.26,16.76,75.67,41.55,57.88,89.9,25.0,2.19,90.14,49.22,97.92,0.0,59.47,51.385,0.0,16.71,1.0,43.77,24.0,37.0,9.0,507706.45,242951.97,1.292,0.533,702848.13,234422.81,2.012,358666.15
72.98,16.33,1.0,1.0,1.0,7.94,68.45,0.0,20.96,24.74,29.08,98.06,64.14,38.12,69.49,69.46,19.93,28.0,92.52,42.71,3.04,20.49,1.0,34.48,51.385,0.0,96.34,0.0,46.35,19.0,9.0,23.0,39643.85,154238.6,4.648,4.053,375801.19,696024.32,4.436,578990.08
52.22,39.93,1.0,0.0,0.0,58.27,42.34,1.0,36.13,77.17,54.99,6.87,83.5,12.64,52.12,13.26,62.15,31.0,36.82,58.42,59.58,75.81,1.0,43.29,51.385,1.0,15.98,0.0,48.96,22.0,47.0,24.0,776382.95,985377.93,1.187,0.966,314341.98,563462.62,2.178,916505.72
45.63,8.47,1.0,0.0,1.0,8.35,68.15,1.0,62.38,56.68,18.84,37.48,98.1,56.72,49.855000000000004,10.59,91.17,25.0,40.57,38.7,77.13,16.4,0.0,51.35,45.01,0.0,65.46,1.0,48.96,4.0,48.0,23.0,409785.27,381446.48,1.262,4.788,561789.84,469441.03,4.147,221933.35
75.95,54.66,1.0,1.0,0.0,9.5,69.62,1.0,62.87,24.63,49.65,12.97,26.35,60.63,49.855000000000004,52.63,59.63,18.0,94.44,98.8956,16.82,52.6,1.0,34.94,87.59,1.0,48.21,0.0,24.74,19.0,26.0,5.0,507706.45,967076.72,1.444,3.334,706286.73,733976.67,1.844,244335.06
41.03,23.48,1.0,0.0,0.0,99.23,46.85,1.0,40.97,68.12,1.0298,72.27,79.62,88.11,98.01,98.01,50.32,25.0,93.75,90.0,21.77,31.6,0.0,16.22,29.08,0.0,5.02,1.0,48.96,20.0,13.0,40.0,882384.01,355164.35,2.5,0.551,955866.26,509563.385,3.702,13102.5774
75.7,44.45,1.0,1.0,0.0,64.23,96.95,0.0,49.685,83.85,50.24,18.72,98.9446,68.98,72.75,11.37,18.5,26.0,49.165000000000006,22.23,57.05,1.43,0.0,25.24,93.31,0.0,71.11,0.0,22.13,4.0,8.0,17.0,698376.36,549391.59,2.5,2.624,808148.15,456852.15,0.159,41909.53
77.82,85.36,1.0,0.0,1.0,8.16,69.28,0.0,62.85,79.69,82.8,10.69,38.04,24.2,49.855000000000004,59.26,50.32,30.0,3.77,40.5,30.43,34.87,1.0,51.35,18.39,0.0,16.5,0.0,35.6,46.0,46.0,14.0,690077.25,213597.94,0.67,1.886,470283.66000000003,32481.7,4.664,156387.06
36.86,17.29,1.0,1.0,1.0,49.945,17.42,0.0,64.52,62.21,50.24,12.97,68.35,75.96,14.98,97.93,18.04,25.0,65.91,32.91,11.65,13.3,0.0,4.7,17.69,0.0,61.44,1.0,57.1,13.0,12.0,24.0,688763.56,601645.6,3.163,2.256,470283.66000000003,983116.73,2.615,955762.31
4.12,76.73,0.0,0.0,1.0,10.29,18.5,0.0,79.23,23.08,63.7,55.1,91.6,89.45,89.28,54.62,82.84,24.0,2.13,72.7,49.99,18.55,1.0,66.11,36.59,0.0,72.17,1.0,48.96,42.0,23.0,9.0,137166.32,761021.0,2.411,3.256,605207.34,631344.07,3.407,674741.91
47.72,22.33,0.0,1.0,0.0,30.34,28.43,0.0,33.31,46.63,50.7,77.3,16.43,98.77,81.44,39.05,5.02,42.0,49.165000000000006,22.05,52.36,48.91,0.0,46.43,51.385,0.0,53.96,1.0,39.56,10.0,31.0,3.0,902227.06,684353.63,0.986,3.587,110108.21,136295.16,2.923,143450.93
30.16,50.39,0.0,1.0,0.0,68.24,7.65,1.0,27.99,28.93,44.42,81.26,92.69,12.21,49.855000000000004,83.61,33.63,3.0,96.8,54.86,74.76,48.91,0.0,85.28,64.26,0.0,49.56,1.0,81.29,11.0,29.0,27.0,288197.05,339100.5,2.434,2.856,619323.64,509563.385,4.061,959055.99
80.55,51.05,1.0,1.0,1.0,2.91,36.56,0.0,15.67,32.03,12.99,53.57,55.05,55.72,49.855000000000004,61.7,50.32,20.0,3.61,56.77,67.53,95.25,1.0,48.88,94.38,0.0,25.91,1.0,48.96,2.0,8.0,24.0,319933.19,47066.14,4.587,2.114,642211.87,509563.385,2.234,465470.23
30.02,74.08,1.0,1.0,1.0,6.25,41.01,0.0,49.685,64.61,62.18,87.28,96.69,63.19,9.18,4.07,90.57,24.0,41.47,85.84,54.86,13.86,0.0,73.35,40.95,0.0,91.85,0.0,91.6,30.0,12.0,44.0,220896.28,679575.59,1.432,4.683,327669.47,428440.75,2.172,285143.38
8.11,50.39,0.0,1.0,0.0,86.89,77.23,0.0,1.27,45.0,48.54,64.63,62.46,95.91,21.34,18.2,94.46,21.0,70.75,50.68,49.99,77.31,1.0,83.35,51.385,1.0,16.09,0.0,74.78,24.0,48.0,27.0,730086.06,806724.98,2.711,2.495,190679.67,509563.385,1.835,419338.93
8.19,26.15,1.0,0.0,0.0,37.98,5.33,0.0,75.12,66.13,50.24,30.83,38.89,49.94,59.55,57.46,19.71,25.0,49.64,50.44,3.86,49.65,1.0,17.92,51.385,1.0,66.0,1.0,30.73,49.0,39.0,49.0,507706.45,412607.5,1.033,3.234,176733.27,373501.54,3.333,13102.5774
76.78,84.05,0.0,1.0,1.0,1.0625,25.24,0.0,8.92,29.07,82.56,51.019999999999996,3.48,64.32,18.89,5.58,71.19,47.0,11.03,47.95,3.71,48.91,1.0,4.39,85.85,0.0,92.97,0.0,62.79,4.0,28.0,24.0,483161.05,447136.92,2.5,2.495,470283.66000000003,509563.385,1.359,988974.613
90.05,67.63,0.0,1.0,0.0,51.4,31.11,1.0,3.81,77.91,54.58,51.019999999999996,47.76,93.87,88.85,42.61,50.81,14.0,21.78,97.46,4.13,13.53,1.0,51.35,67.0,1.0,51.14,0.0,62.1,34.0,46.0,16.0,988027.4428,114281.74,2.55,3.432,88852.83,137032.48,2.503,884347.83
50.075,50.39,0.0,0.0,0.0,85.78,78.9,0.0,40.2,15.37,21.29,97.17,48.61,82.9,47.37,76.74,94.48,0.0,57.13,50.44,16.96,76.51,0.0,10.58,33.59,0.0,54.43,1.0,64.02,28.0,45.0,25.0,830288.99,295078.1,0.512,1.43,470283.66000000003,729038.22,1.04,874603.72
70.76,19.81,0.0,1.0,0.0,49.945,93.41,0.0,71.92,50.05,91.61,84.49,47.99,72.51,15.22,45.85,2.16,36.0,59.74,83.42,1.2120000000000002,76.31,0.0,51.35,1.0786,0.0,96.41,0.0,11.85,33.0,13.0,33.0,507706.45,593623.0,3.979,2.082,239801.54,990962.8802,2.285,670224.31
50.075,72.69,0.0,1.0,1.0,27.69,32.01,0.0,29.14,68.66,60.28,26.77,5.77,37.07,16.8,49.785,50.32,8.0,55.74,47.54,96.87,71.5,1.0,34.71,51.385,0.0,67.44,0.0,80.65,18.0,24.0,18.0,507706.45,502303.19,2.107,0.555,262203.93,600036.3,4.911,469848.04
54.92,4.97,1.0,0.0,0.0,53.23,46.73,0.0,97.61,48.55,13.43,14.46,50.37,57.11,58.26,76.7,83.04,31.0,60.02,65.21,77.52,8.58,1.0,90.48,44.42,0.0,57.59,0.0,17.59,31.0,29.0,14.0,18656.66,424318.35,4.763,1.649,470283.66000000003,562988.13,4.286,501212.11
49.9,94.47,1.0,1.0,1.0,98.65,1.1236,0.0,4.54,78.63,47.59,19.0,24.92,33.69,16.32,6.26,23.59,34.0,85.76,50.44,47.41,60.48,1.0,51.35,51.385,0.0,80.54,0.0,71.83,38.0,38.0,26.0,988027.4428,963833.89,1.185,3.355,203046.94,687380.19,0.574,501212.11
63.57,15.56,0.0,1.0,1.0,92.24,39.92,0.0,49.685,1.54,36.83,31.24,73.24,49.94,7.85,23.25,53.63,11.0,48.66,50.44,91.53,48.91,1.0,72.47,26.94,1.0,6.21,0.0,65.16,0.0,42.0,49.0,529199.16,223143.27,0.704,0.882,479736.2,617988.71,4.023,623800.44
23.33,81.05,0.0,0.0,0.0,49.945,91.28,1.0,94.58,63.08,87.67,92.47,48.61,7.45,0.6567000000000001,32.85,11.49,25.0,47.94,75.36,90.44,62.78,1.0,95.07,51.385,0.0,61.38,1.0,96.29,1.0,48.0,40.0,526875.51,794965.85,3.387,0.223,529142.83,509563.385,4.751,218577.89
23.65,60.37,1.0,0.0,1.0,38.72,81.91,1.0,55.39,50.05,50.24,28.62,83.63,46.47,48.56,95.74,24.37,25.0,41.49,89.03,44.56,28.33,0.0,99.1516,56.31,1.0,52.04,1.0,76.07,20.0,37.0,7.0,856185.31,57881.85,2.974,1.049,193256.15,622477.16,0.481,400037.11
84.73,84.37,0.0,0.0,1.0,61.61,53.26,1.0,50.59,70.34,61.87,61.8,27.74,15.79,98.97,90.22,50.32,11.0,91.69,76.67,91.11,1.4018000000000002,0.0,77.58,67.25,0.0,25.94,1.0,18.34,7.0,0.0,24.0,875941.33,715334.67,1.231,1.981,445320.19,509563.385,2.5635000000000003,751716.54
70.66,58.91,1.0,0.0,0.0,4.54,63.49,0.0,57.77,16.11,37.76,53.39,25.19,69.85,29.55,6.35,66.69,16.0,69.43,90.88,67.96,39.54,1.0,46.06,54.42,0.0,83.11,1.0,84.27,21.0,37.0,24.0,194750.49,484759.61,2.5,4.009,183742.29,509563.385,1.262,348897.23
65.29,37.02,0.0,0.0,1.0,49.945,91.11,1.0,35.72,25.77,83.57,51.019999999999996,31.64,21.38,78.16,88.46,20.28,8.0,85.24,50.44,1.2120000000000002,71.69,0.0,78.78,89.82,1.0,85.8,0.0,85.99,46.0,21.0,23.0,235615.26,373298.53,4.303,2.495,470283.66000000003,372739.07,4.805,330636.2
57.29,52.24,1.0,1.0,1.0,60.69,79.62,0.0,91.07,30.85,80.47,11.54,84.42,10.21,17.12,49.785,50.32,14.0,49.165000000000006,7.94,45.49,48.91,1.0,96.21,36.54,1.0,98.66760000000001,1.0,93.43,27.0,14.0,6.0,569943.22,624022.82,2.5,0.524,470283.66000000003,785808.28,0.571,213244.92
50.075,10.32,0.0,0.0,1.0,26.86,77.45,0.0,67.72,31.04,18.36,37.3,70.03,49.94,13.12,32.33,50.32,27.0,39.91,51.5,49.99,77.22,1.0,36.26,85.51,1.0,65.78,1.0,49.43,36.0,0.0,45.0,495455.65,852495.75,4.471,1.367,127502.83,653350.13,1.379,696476.63
6.53,89.75,0.0,1.0,0.0,67.37,6.05,1.0,17.72,34.79,28.24,51.019999999999996,46.77,80.22,96.59,39.65,55.03,40.0,80.13,85.42,18.41,32.03,0.0,73.13,30.03,1.0,36.7,1.0,16.66,49.0,23.0,7.0,507706.45,320407.66,1.777,1.588,740530.85,509563.385,2.189,501212.11
28.87,92.61,0.0,0.0,0.0,34.43,4.54,1.0,98.47,71.09,33.1,1.97,48.61,31.14,69.28,49.785,50.32,18.0,51.77,50.44,57.68,7.99,1.0,68.59,85.84,0.0,83.98,1.0,97.0,45.0,8.0,47.0,396330.87,867280.51,3.406,3.501,159744.26,559853.2,1.555,96631.91
1.1913,88.94,0.0,0.0,1.0,74.45,68.39,0.0,36.24,72.74,21.19,51.019999999999996,0.95,43.63,87.32,88.94,92.62,5.0,62.18,41.04,39.88,31.16,1.0,39.45,63.43,0.0,70.02,1.0,10.89,24.0,46.0,28.0,77322.66,854912.06,0.388,4.554,472350.06,41706.59,4.263,354300.78
13.34,50.39,1.0,0.0,1.0,56.68,59.57,1.0,22.8,58.43,25.86,65.3,35.71,65.24,43.24,56.29,39.94,7.0,89.79,3.58,72.52,51.36,0.0,59.76,32.54,1.0,77.21,0.0,48.96,23.0,32.0,20.0,507706.45,899560.86,4.107,0.632,602592.19,563923.19,2.291,659634.07
19.35,5.26,1.0,0.0,1.0,49.945,66.11,0.0,42.92,19.52,36.57,15.0,48.61,11.24,7.42,13.81,50.32,4.0,77.19,90.46,17.13,48.91,1.0,75.35,12.49,1.0,81.52,0.0,71.33,13.0,40.0,24.0,668933.54,371464.49,0.534,0.271,470283.66000000003,384728.1,0.332,501212.11
41.09,40.15,0.0,1.0,0.0,70.79,50.18,0.0,21.68,65.55,41.42,76.85,48.61,82.66,14.42,99.32310000000001,50.32,25.0,38.9,86.17,54.87,65.75,0.0,68.86,48.67,1.0,74.32,1.0,30.17,38.0,19.0,9.0,8826.8156,263050.06,0.509,1.786,470283.66000000003,685482.22,1.588,258270.81
96.03,94.79,1.0,1.0,0.0,49.945,83.87,0.0,60.87,15.92,6.44,5.39,12.54,63.65,23.35,49.785,65.9,39.0,56.54,50.44,27.95,58.15,1.0,91.31,22.0,0.0,37.5,1.0,48.96,24.0,23.0,24.0,507706.45,346593.51,4.198,3.986,470283.66000000003,27816.03,4.373,905488.68
52.2,32.68,1.0,0.0,0.0,57.09,76.7,1.0,89.22,98.07,21.25,1.94,41.02,20.06,22.92,95.62,50.32,2.0,44.83,64.14,30.19,48.91,0.0,21.38,45.02,1.0,41.68,1.0,81.9,16.0,31.0,24.0,988027.4428,347910.27,1.741,2.752,470283.66000000003,509563.385,4.715,501212.11
11.39,15.9,1.0,0.0,1.0,63.48,54.29,0.0,49.685,89.72,47.87,31.43,83.68,84.56,41.91,78.3,74.45,40.0,39.86,71.68,49.99,11.69,1.0,65.16,77.85,1.0,30.74,1.0,85.55,14.0,3.0,38.0,504490.21,609495.2,4.548,4.181,39958.25,308765.95,3.965,501212.11
50.075,83.55,0.0,1.0,1.0,43.16,42.97,1.0,92.19,13.74,83.76,61.06,45.33,64.62,6.57,87.89,55.54,4.0,49.165000000000006,95.5,38.93,56.55,0.0,51.35,75.49,0.0,17.39,1.0,46.05,31.0,15.0,28.0,450034.69,502303.19,4.639,2.495,446854.85,509563.385,2.846,366468.91
43.03,25.8,0.0,1.0,1.0,49.945,50.18,1.0,62.67,3.43,22.12,4.19,67.81,52.19,56.95,49.785,43.22,18.0,49.165000000000006,55.47,91.28,20.38,1.0,51.35,63.8,1.0,14.71,0.0,44.1,36.0,23.0,24.0,26970.26,847987.55,4.833,2.495,470283.66000000003,987475.18,3.33,501212.11
50.075,50.78,0.0,1.0,0.0,29.51,50.18,0.0,49.685,19.94,50.24,52.74,48.61,52.47,49.855000000000004,95.29,50.32,7.0,3.35,71.01,30.21,4.64,0.0,44.87,63.47,0.0,18.11,0.0,49.51,24.0,5.0,21.0,725743.68,495460.22,0.502,1.995,101724.57,523082.72,4.927,441503.93
50.075,47.59,1.0,0.0,1.0,67.44,95.12,1.0,95.8,66.78,1.0298,26.28,5.56,24.46,93.42,21.91,41.36,25.0,60.06,23.3,49.99,46.58,1.0,84.71,98.31,0.0,34.66,1.0,21.68,35.0,2.0,28.0,472183.65,616267.56,4.416,0.419,327291.34,641284.69,3.598,501212.11
14.21,60.29,0.0,0.0,1.0,38.6,99.25240000000001,0.0,14.47,74.29,10.42,8.36,36.61,52.09,27.41,49.785,19.44,25.0,13.31,98.8956,34.68,92.74,0.0,31.99,98.7671,1.0,85.52,0.0,54.78,3.0,7.0,24.0,764285.65,156961.74,4.339,2.218,935692.16,564145.99,4.669,501212.11
48.52,20.32,0.0,1.0,1.0,13.03,53.44,0.0,34.96,97.66,9.26,71.12,30.75,96.57,3.24,13.52,94.31,2.0,33.33,50.44,18.63,48.12,1.0,55.19,27.33,1.0,42.5,0.0,40.03,37.0,48.0,38.0,857394.67,28341.63,4.542,4.118,394234.34,643817.82,4.008,365801.58
81.79,75.96,0.0,0.0,1.0,49.945,46.9,0.0,18.23,95.21,39.43,8.03,48.61,24.18,71.67,75.66,45.43,16.0,57.29,48.24,72.26,82.56,1.0,7.61,97.89,1.0,92.62,1.0,20.02,33.0,13.0,24.0,675515.0,982711.07,0.721,0.153,13254.41,99270.76,0.689,501212.11
89.82,14.34,0.0,1.0,0.0,55.07,3.29,0.0,2.75,10.61,38.54,51.019999999999996,4.65,5.69,49.855000000000004,41.73,85.86,4.0,35.94,4.69,79.01,84.03,0.0,25.26,51.385,1.0,95.14,1.0,94.18,9.0,34.0,1.0,147157.58,605583.05,4.09,0.662,756881.22,824998.81,2.63,54648.5
88.52,50.39,0.0,0.0,0.0,5.23,62.68,1.0,90.84,7.25,19.5,63.21,55.95,5.86,49.855000000000004,79.41,15.24,40.0,4.56,3.88,68.05,66.12,0.0,38.06,13.57,0.0,49.56,1.0,6.76,19.0,48.0,24.0,98502.58,963417.63,0.937,4.453,354827.75,509563.385,2.769,767167.6
47.61,58.56,0.0,1.0,1.0,60.29,50.18,0.0,59.33,90.33,46.78,55.56,91.69,44.19,99.0231,28.07,50.32,46.0,49.165000000000006,80.37,49.99,76.0,1.0,67.96,96.06,1.0,36.84,1.0,87.8,32.0,16.0,24.0,355375.59,96952.3,1.131,4.029,628053.08,64595.13,2.5635000000000003,583845.78
33.8,55.61,0.0,0.0,0.0,78.89,99.25240000000001,1.0,41.47,82.31,91.22,19.15,32.73,96.73,33.79,57.0,19.15,25.0,48.3,81.85,68.25,4.98,1.0,81.73,87.33,1.0,49.56,1.0,35.91,45.0,6.0,17.0,507706.45,376081.36,2.059,3.503,470673.56,54304.68,2.811,815029.26
15.73,90.31,1.0,1.0,1.0,18.19,96.67,0.0,96.22,59.83,51.31,62.77,17.54,22.96,19.87,96.09,9.66,25.0,29.21,28.36,25.41,59.32,0.0,19.05,98.32,0.0,44.4,1.0,37.35,29.0,8.0,15.0,63851.62,888756.66,1.123,1.326,49607.49,856349.93,1.596,702875.17
1.44,23.1,0.0,1.0,1.0,34.33,24.82,1.0,69.15,77.17,76.33,10.56,72.89,43.56,28.38,29.21,28.69,0.0,92.57,98.8956,95.0,9.91,1.0,6.14,51.385,1.0,7.39,1.0,60.07,27.0,32.0,24.0,151938.37,502303.19,2.362,0.512,470283.66000000003,243790.44,2.928,501212.11
38.38,50.39,0.0,0.0,0.0,49.945,24.23,0.0,41.58,50.05,47.85,51.019999999999996,60.45,33.38,1.78,60.1,50.32,10.0,8.0,17.52,36.76,57.37,1.0,13.79,33.85,1.0,38.37,1.0,68.43,29.0,9.0,30.0,99957.14,400555.57,0.326,2.888,470283.66000000003,859013.07,3.748,913482.73
15.38,40.38,1.0,1.0,0.0,54.87,68.79,1.0,95.84,32.27,5.84,51.019999999999996,61.98,80.88,87.44,34.4,94.74,44.0,44.5,50.44,23.23,48.91,0.0,79.7,51.385,1.0,59.92,0.0,48.96,2.0,23.0,24.0,804403.29,26452.33,0.415,1.376,470283.66000000003,200481.39,2.831,444887.35
9.01,85.84,1.0,0.0,1.0,9.98,52.95,0.0,55.06,2.39,87.28,51.019999999999996,93.47,34.77,43.54,97.4,45.57,16.0,6.65,48.16,49.99,27.31,1.0,88.68,51.385,1.0,85.35,1.0,48.96,2.0,15.0,46.0,177963.3,268573.19,4.659,2.078,731890.5,509563.385,2.912,763154.27
